Lin X.; Khosravinia K.; Hu X.; Li J.; Lu W.,"Lin, Xianke (36164359400); Khosravinia, Kavian (57204822923); Hu, Xiaosong (55496167800); Li, Ju (39661162300); Lu, Wei (57865245500)",36164359400; 57204822923; 55496167800; 39661162300; 57865245500,"Lithium Plating Mechanism, Detection, and Mitigation in Lithium-Ion Batteries",2021,Progress in Energy and Combustion Science,87,,100953,,,,411,10.1016/j.pecs.2021.100953,https://www.scopus.com/pages/publications/85111858513?origin=resultslist,"The success of electric vehicles depends largely on energy storage systems. Lithium-ion batteries have many important properties to meet a wide range of requirements, especially for the development of electric mobility. However, there are still many issues facing lithium-ion batteries. One of the issues is the deposition of metallic lithium on the anode graphite surface under fast charging or low-temperature conditions. Lithium plating reduces the battery life drastically and limits the fast-charging capability. In severe cases, lithium plating forms lithium dendrite, which penetrates the separator and causes internal short. Significant research efforts have been made over the last two decades to understand the lithium plating mechanisms. However, the lithium plating mechanisms have not yet been fully elucidated. Meanwhile, another challenge in the development of fast charging technologies is to identify degradation mechanisms in real-time. This includes real-time detection of lithium plating while the battery is being charged. Accurate detection and prediction of lithium plating are critical for fast charging technologies. Many approaches have been proposed to mitigate lithium plating, such as adopting advanced material components and introducing hybrid and optimized charging protocols. Nevertheless, most detection techniques and mitigation strategies are only used for fundamental research with limited possibilities in large-scale applications. To date, there is still a lack of a comprehensive review of lithium plating, reflecting state of the art and elucidating potential future research directions. Therefore, in this article, we provide a snapshot of recent advances in lithium plating research in terms of mechanism, detection, and mitigation to fill this gap and incentivize more innovative thoughts and techniques. In the present study, the mechanisms of lithium plating and approaches used to characterize and detect it in different applications are carefully reviewed. This review also provides a summary of recent advances in model-based approaches to predict lithium plating. Based on the gathered information, the advantages and drawbacks of each model are compared. The mitigation strategies for suppressing lithium plating at different levels are studied. Finally, we highlighted some of the remaining technical challenges and potential solutions for future advancement. © 2021 Elsevier Ltd",Degradation mechanisms; Fast charging strategies; Lithium plating; Lithium plating detection and prevention; Lithium plating mechanisms; Lithium-ion battery,Degradation; Energy storage; Fast charging (Batteries); Ions; Plating; Temperature; Degradation mechanism; Energy storage systems; Fundamental research; Future research directions; Large-scale applications; Low temperature conditions; Model based approach; Technical challenges; Lithium-ion batteries,Review,Final,,Scopus,2-s2.0-85111858513

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Zheng Y.; Che Y.; Hu X.; Sui X.; Stroe D.-I.; Teodorescu R.,"Zheng, Yusheng (57211625201); Che, Yunhong (57214465438); Hu, Xiaosong (55496167800); Sui, Xin (57210536275); Stroe, Daniel-Ioan (36683200900); Teodorescu, Remus (7003748060)",57211625201; 57214465438; 55496167800; 57210536275; 36683200900; 7003748060,"Thermal state monitoring of lithium-ion batteries: Progress, challenges, and opportunities",2024,Progress in Energy and Combustion Science,100,,101120,,,,226,10.1016/j.pecs.2023.101120,https://www.scopus.com/pages/publications/85171970827?origin=resultslist,"Transportation electrification is a promising solution to meet the ever-rising energy demand and realize sustainable development. Lithium-ion batteries, being the most predominant energy storage devices, directly affect the safety, comfort, driving range, and reliability of many electric mobilities. Nevertheless, thermal-related issues of batteries such as potential thermal runaway, performance degradation at low temperatures, and accelerated aging still hinder the wider adoption of electric mobilities. To ensure safe, efficient, and reliable operations of lithium-ion batteries, monitoring their thermal states is critical to safety protection, performance optimization, as well as prognostics, and health management. Given insufficient onboard temperature sensors and their inability to measure battery internal temperature, accurate and timely temperature estimation is of particular importance to thermal state monitoring. Toward this end, this paper provides a comprehensive review of temperature estimation techniques in battery systems regarding their mechanism, framework, and representative studies. The potential metrics used to characterize battery thermal states are discussed in detail at first considering the spatiotemporal attributes of battery temperature, and the strengths and weaknesses of applying such metrics in battery management are also analyzed. Afterward, various temperature estimation methods, including impedance/resistance-based, thermal model-based, and data-driven estimations, are elucidated, analyzed, and compared in terms of their strengths, limitations, and potential improvements. Finally, the key challenges to battery thermal state monitoring in real applications are identified, and future opportunities for removing these barriers are presented and discussed. © 2023 The Authors",Battery management; Electric mobility; Lithium-ion batteries; Temperature estimation; Thermal state monitoring,Battery management systems; Digital storage; Ions; Temperature distribution; Battery Management; Driving range; Electric mobility; Energy demands; Temperature estimation; Thermal; Thermal runaways; Thermal state; Thermal state monitoring; Transportation electrifications; Lithium-ion batteries,Review,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85171970827

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Chen G.; Tan R.; Zeng C.; Li Y.; Zou Z.; Wang H.; Ouyang C.; Wan J.; Yang J.,"Chen, Guanjun (57915628600); Tan, Rui (58781453200); Zeng, Chunlin (59213295200); Li, Yan (60392979300); Zou, Zexin (57915004000); Wang, Hansen (57200576497); Ouyang, Chuying (7102425043); Wan, Jiayu (55485700000); Yang, Jinlong (59113997100)",57915628600; 58781453200; 59213295200; 60392979300; 57915004000; 57200576497; 7102425043; 55485700000; 59113997100,Developing safe and high-performance lithium-ion batteries: Strategies and approaches,2025,Progress in Materials Science,154,,101516,,,,46,10.1016/j.pmatsci.2025.101516,https://www.scopus.com/pages/publications/105006748065?origin=resultslist,"Lithium-ion batteries (LIBs) as an effective low carbon technology provide a solution for achieving NetZero emissions, in line with the Sustainable Development Goals set by the United Nations. Research efforts have been devoted to increasing the energy density and efficiency of LIBs. However, large-scale deployment of LIBs is challenged by thermal runaway and safety problems, particularly under abusive conditions. To tackle this challenge, we must gain insight into the safety features of batteries and design durable strategies by fundamentally analyzing battery thermal runaway processes. In this review, we systematically summarize the abusive indicators that may trigger the thermal issues at the macroscopic level from thermal, chemical, and mechanical perspectives, and point out failure mechanisms that correlate with each component, e.g., cathode, anode, separator, electrolyte and current collector. Beyond material innovations, we emphasize the importance of optimizing industrial-scale manufacturing, integrating regulatory frameworks through advanced battery management systems, and enhancing safety engineering from an battery external perspective. Moreover, we systematically evaluate the contributions of theoretical and computational approaches to battery safety, critically comparing physics-based, machine learning, and hybrid models, and proposing targeted improvements. The broader implications of these safety strategies are considered in the context of environmental sustainability and recycling. Finally, we present design principles for safer, high-performance batteries and outline emerging research and industrial directions through a critical synthesis of thermal runaway mechanisms and mitigation strategies. © 2025 The Author(s)",Battery management; Industrial-scale manufacture; Lithium-ion battery; Material strategy; Theoretical simulation; Thermal and safety performance,Electric accidents; Battery Management; Industrial scale; Industrial-scale manufacture; Ion batteries; Lithium ions; Material strategy; Safety performance; Theoretical simulation; Thermal Performance; Thermal runaways; Lithium-ion batteries,Review,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105006748065

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Ma S.; Jiang M.; Tao P.; Song C.; Wu J.; Wang J.; Deng T.; Shang W.,"Ma, Shuai (57202002475); Jiang, Modi (57215042533); Tao, Peng (54414928600); Song, Chengyi (56081717700); Wu, Jianbo (56822503800); Wang, Jun (59646380100); Deng, Tao (57201546914); Shang, Wen (54978326600)",57202002475; 57215042533; 54414928600; 56081717700; 56822503800; 59646380100; 57201546914; 54978326600,Temperature effect and thermal impact in lithium-ion batteries: A review,2018,Progress in Natural Science: Materials International,28,6,,653,666,13,1429,10.1016/j.pnsc.2018.11.002,https://www.scopus.com/pages/publications/85057291074?origin=resultslist,"Lithium-ion batteries, with high energy density (up to 705 Wh/L) and power density (up to 10,000 W/L), exhibit high capacity and great working performance. As rechargeable batteries, lithium-ion batteries serve as power sources in various application systems. Temperature, as a critical factor, significantly impacts on the performance of lithium-ion batteries and also limits the application of lithium-ion batteries. Moreover, different temperature conditions result in different adverse effects. Accurate measurement of temperature inside lithium-ion batteries and understanding the temperature effects are important for the proper battery management. In this review, we discuss the effects of temperature to lithium-ion batteries at both low and high temperature ranges. The current approaches in monitoring the internal temperature of lithium-ion batteries via both contact and contactless processes are also discussed in the review. © 2018 Chinese Materials Research Society",Battery management; Internal temperature; Lithium-ion battery; Temperature effect; Thermal management,Battery management systems; Ions; Temperature; Temperature control; Application systems; Battery Management; High capacity; High-capacity; Higher energy density; Internal temperature; Power densities; Power sources; Thermal impacts; Working performance; Lithium-ion batteries,Review,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85057291074
